slug,canonical_key,title,starts_at,ends_at,location_name,address,city,url,image_url,category,audience,price,status,source,source_id,source_url,dedupe_key,description,tags,accessibility,raw_categories,raw_target_audience,raw_accessibility,latitude,longitude,venue_url,venue_contact,venue_extra_info,venue_schedule,venue_category,venue_district,venue_accessibility,venue_tags
camara-escura,camara-escura-castelo-de-sao-jorge-2026-03-16,Câmara Escura,2026-03-16,2026-12-31,Castelo de São Jorge,"Rua de Santa Cruz do Castelo, 1100-129, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2018/07/camara.jpg,visitas guiadas,,"a:1:{i:0;a:2:{s:5:""value"";s:1:""4"";s:11:""description"";s:31:""incluída no bilhete de entrada"";}}",approved,agendalx,2740,https://www.agendalx.pt/wp-json/agendalx/v1/events,6476c34e6756f2c5a94b21a7bd95c8f7f868e2ca,"Visita de descoberta da cidade de Lisboa através de um periscópio que permite examinar a cidade em tempo real, num olhar que percorre 360º. Todos os dias, horários <a href=""https://castelodesao...",,,visitas guiadas,,,38.712873,-9.132801,http://www.castelodesaojorge.pt,218 800 620,,,"equipamento-municipal, monumento",santa-maria-maior,,
229581,cecilia-costa-e-jose-loureiro-galeria-da-imprensa-nacional-2026-03-16,Cecília Costa e José Loureiro,2026-03-16,2026-03-27,Galeria da Imprensa Nacional,"Rua da Escola Politécnica, 135, 1250-100, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/Cecilia-Costa_TS4_2025_300dpi-Copia.jpg,artes,,free,approved,agendalx,229581,https://www.agendalx.pt/wp-json/agendalx/v1/events,efbcf9780a5b4a52f2c5e1a41c7fe82df1260683,"A exposição <em>Dois Lados do Cérebro</em> mostra obras de Cecília Costa (1971) e de José Loureiro (1961), ambas distinguidas na terceira edição do Prémio de Arte INCM. Cecília Costa com...","coletiva, desenho, gratuito",,artes,,,38.717556,-9.150878,incm.pt,,,,galeria,,,
territorios-em-relacao,territorios-em-relacao-acervo-santa-maria-maior-2026-03-16,Territórios em Relação,2026-03-16,2026-04-04,Acervo Santa Maria Maior,"Rua Serpa Pinto, 2 B, 1200-444, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Agenda-CML-Nova-Medida-16.png,artes,,free,approved,agendalx,231193,https://www.agendalx.pt/wp-json/agendalx/v1/events,9af7464eef4f8dd8763add958f77d99f868a1f90,A segunda apresentação do Acervo Santa Maria Maior propõe uma nova aproximação a um conjunto de obras que continua a revelar a sua diversidade e qualidade. Mais do que dar continuidade à primeir...,"coletiva, desenho, escultura, fotografia, gratuito, pintura",,artes,,,38.708852,-9.14137,https://www.jf-santamariamaior.pt/acervo/,218 871 928,,,galeria,,,
pilar-megias-2,pilar-megias-galeria-beltrao-coelho-2026-03-16,Pilar Megias,2026-03-16,2026-03-19,Galeria Beltrão Coelho,"Rua Sarmento Beires, 3A, 1900-221, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/168.png,artes,,,approved,agendalx,231808,https://www.agendalx.pt/wp-json/agendalx/v1/events,7889189b47140798b3b9ab9d1ca94fcb6ef02c14,"<em>Um Brinde às Artes é um gesto, um ritual, uma declaração de gratidão e de resistência.</em> <em>Pilar Megías pinta há mais de 20 anos com uma entrega quase devota.</em> <em>Ela conti...",pintura,,artes,,,38.742205,-9.127975,https://gbeltraocoelho.wixsite.com/exposicoes,213 122 807,,,galeria,areeiro,,
as-estreias-da-semana-266,as-estreias-da-semana-2026-03-16,As estreias da semana,2026-03-16,2026-03-18,,,Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/O-Estrangeiro-filme-de-Francois-Ozon.jpg,cinema,,,approved,agendalx,232563,https://www.agendalx.pt/wp-json/agendalx/v1/events,5042f1af96e1c39d3960875769d17eee02bffe83,"Quinta-feira é dia de estreias no cinema. Destaque para o documentário <em>Explode São Paulo, Gil</em>, de Maria Clara Escobar, uma coprodução Portugal/Brasil que reflete sobre a relação entre...","ação, biografia, documentário, drama",,cinema,,,,,,,,,,,,
5922,itinerarios-de-lisboa-divisao-de-promocao-e-comunicacao-cultural-2026-03-16,Itinerários de Lisboa,2026-03-16,2026-04-28,Divisão de Promoção e Comunicação Cultural,"Rua da Boavista, 9, 1200-066, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2018/09/itinerarios.jpg,visitas guiadas,,"a:3:{i:0;a:2:{s:5:""value"";s:4:""4,35"";s:11:""description"";s:26:""Bilhete simples (1 visita)"";}i:1;a:2:{s:5:""value"";s:4:""7,24"";s:11:""description"";s:41:""Bilhete duplo (2 visitas ou duas pessoas)"";}i:2;a:2:{s:5:""value"";s:5:""29,20"";s:11:""description"";s:23:""Voucher 10 Itinerários"";}}",approved,agendalx,5922,https://www.agendalx.pt/wp-json/agendalx/v1/events,fd5654b65c2073511333e7398d5971f7ae4dcb35,"Os Itinerários de Lisboa levam os munícipes e visitantes à descoberta da cidade. Elaborados a partir de vários temas, abordam a vida quotidiana da cidade, o património edificado e literário, as...","ar livre, património",,visitas guiadas,,,38.708576,-9.147981,,218 170 900,,,,,,
visitas-a-igreja-do-menino-deus,visitas-a-igreja-do-menino-deus-igreja-do-menino-deus-2026-03-16,Visitas à Igreja do Menino Deus,2026-03-16,2026-12-31,Igreja do Menino Deus,"Calçada do Menino Deus, 15-27; Largo do Menino Deus, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/01/Tecto-Igreja-Menino-Deus-Jose-Paulo-Ruas.jpg,visitas guiadas,,"a:1:{i:0;a:1:{s:5:""value"";s:1:""5"";}}",approved,agendalx,206119,https://www.agendalx.pt/wp-json/agendalx/v1/events,f7a6ce15679781cf23fa3375c6c8b1b20f454b16,"<em>Construída por iniciativa do Rei D. João V, para albergar uma venerada imagem do Menino Deus, com fama de milagrosa, as suas obras tiveram início em 1711, segundo plano do arquitecto régio Jo?...",património,,visitas guiadas,,,0,0,,,,,,,,
mario-soares-portugal-que-revolucao,mario-soares-portugal-que-revolucao-fundacao-mario-soares-e-maria-barroso-2026-03-16,Mário Soares. Portugal: Que Revolução?,2026-03-16,2026-05-29,Fundação Mário Soares e Maria Barroso,"Rua de São Bento, 176, 1200-821 Lisboa, 1200-816, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/11/mario.png,ciências,,free,approved,agendalx,225869,https://www.agendalx.pt/wp-json/agendalx/v1/events,50f20a50a63d20d07f63b19452daca2594c632b1,<em>Mário Soares. Portugal: Que Revolução?</em> é uma exposição feita a partir de uma longa entrevista de Mário Soares ao jornalista francês Dominique Pouchin (Le Monde) e que viria a dar orig...,"50 anos, fotografia, gratuito, Mário Soares",,ciências,,,38.712785,-9.152897,http://www.fmsoares.pt/,213 964 179,,,fundacao,estrela,,
rituais-de-luz,rituais-de-luz-museu-de-lisboa-teatro-romano-2026-03-16,Rituais de Luz,2026-03-16,2026-05-31,Museu de Lisboa - Teatro Romano,"Rua de São Mamede, 3A, 1100-532, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/03-FEV_Mostra_Rituais-de-Luz_IMG_8609-2048x1365-1.jpg,ciências,,,approved,agendalx,229598,https://www.agendalx.pt/wp-json/agendalx/v1/events,71db4860871b80758299d4530cca838ba67c04e6,"O Museu de Lisboa - Teatro Romano apresenta, entre 4 de fevereiro e 31 de maio, a exposição<em> Rituais de Luz - O Brilho de Nossa Senhora das Candeias</em>, onde se pode ficar a conhecer a evoluç?...","Lisboa Romana, luz",,ciências,,,38.7103759,-9.1325174,http://www.museudelisboa.pt,218 820 530,,,museu,santa-maria-maior,,
camadas,camadas-uma-galeria-2026-03-16,Camadas,2026-03-16,2026-03-21,UMA Galeria,"Rua Poiais de São Bento, 57, 1200-346, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Camadas-Quadrado-2.jpg,artes,,free,approved,agendalx,231224,https://www.agendalx.pt/wp-json/agendalx/v1/events,0be57edf851e28ca5a371e2b81dbaf2bfe5544d3,"Após 13 anos dedicados à promoção de artistas emergentes residentes em Portugal, com quase 80 exposições e mais de 100 artistas apresentados, a Apaixonarte encerra um ciclo para dar lugar a uma...","coletiva, gratuito",,artes,,,38.710747,-9.151296,https://umagaleria.com/,213 904 333,info@umagaleria.com,,"galeria, loja",misericordia,,
teresa-cortez-e-ines-melo,teresa-cortez-e-ines-melo-edificio-central-do-municipio-2026-03-16,Teresa Cortez e Inês Melo,2026-03-16,2026-04-30,Edifício Central do Município,"Campo Grande, 25, 1600-922, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Imagem1-17.jpg,artes,,free,approved,agendalx,231812,https://www.agendalx.pt/wp-json/agendalx/v1/events,6f88fdb6262f4e27aae393053b3710bb4fcf499c,,"cerâmica, coletiva, gratuito",,artes,,,38.749526,-9.150415,,217 988 000,,,equipamento-municipal,alvalade,,
rui-ventura-2,rui-ventura-hotel-inspira-santos-2026-03-16,Rui Ventura,2026-03-16,2026-04-12,Hotel Inspira Santos,"Avenida D. Carlos I, 59, 1200-647, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/Imagem1-1.jpg,artes,,,approved,agendalx,232631,https://www.agendalx.pt/wp-json/agendalx/v1/events,f3ac5ad78dfe22b62386ccbc555f548f1ce9c963,,,,artes,,,38.707994,-9.15282,https://inspirahotels.com/inspira-santos/,934 591 143,,,hotel,,,
visitas-comentadas,visitas-comentadas-divisao-de-promocao-e-comunicacao-cultural-2026-03-16,Visitas Comentadas,2026-03-16,2026-04-30,Divisão de Promoção e Comunicação Cultural,"Rua da Boavista, 9, 1200-066, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2018/09/visitas.jpg,visitas guiadas,,free,approved,agendalx,5941,https://www.agendalx.pt/wp-json/agendalx/v1/events,facd29c8cad3b8443e583b24a9549e88adfe1cac,"As visitas têm como objetivo dar a conhecer a cidade, o seu património arquitetónico, histórico e cultural. São o resultado de parcerias com entidades públicas e privadas, nomeadamente equipamen...",gratuito,,visitas guiadas,,,38.708576,-9.147981,,218 170 900,,,,,,
visitas-guiadas-a-fabrica-da-eletricidade,visitas-a-fabrica-da-eletricidade-maat-museu-de-arte-arquitetura-e-tecnologia-2026-03-16,Visitas à Fábrica da Eletricidade,2026-03-16,2026-12-31,"MAAT - Museu de Arte, Arquitetura e Tecnologia","Avenida de Brasília, Central Tejo, 1300-598, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/04/central_tejo_72.jpg,visitas guiadas,,"a:1:{i:0;a:1:{s:11:""description"";s:70:""Visita gratuita mediante apresentação de bilhete de entrada no museu"";}}",approved,agendalx,212745,https://www.agendalx.pt/wp-json/agendalx/v1/events,3facc4d9ce8f63d21afd4fa1ce9aa0793a2c64e0,"Visita que percorre vários espaços da antiga Central Tejo, central termoelétrica construída em 1908 e que abasteceu toda a região de Lisboa de eletricidade. Entre maquinaria original, em perfeito...",,,visitas guiadas,,,38.695911,-9.195691,http://www.maat.pt,210 028 190,,"De quarta a segunda, das 10h às 19h",museu,alcantara,,
carlota-roque-martins,carlota-roque-martins-galeria-de-sao-mamede-2026-03-16,Carlota Roque Martins,2026-03-16,2026-03-25,Galeria de São Mamede,"Rua da Escola Politécnica, 167, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Carlota-Roque-Martins-Tudo-e-Deserto-2026-Galeria-Sao-Mamde-scaled.jpg,artes,,,approved,agendalx,231261,https://www.agendalx.pt/wp-json/agendalx/v1/events,e263031b30d30ea6a4d673176bc20539e2b313da,"Carlota Roque Martins (Lisboa, 1992) vive e trabalha em Lisboa. Licenciada em Pintura pela Faculdade de Belas-Artes da Universidade de Lisboa (2010–2014), desenvolve uma prática artística centrada...",pintura,,artes,,,38.718529,-9.152985,http://www.saomamede.com,213 973 255,,,galeria,santo-antonio,,
maria-caroco-2,maria-caroco-casa-da-cidadania-de-sao-domingos-de-benfica-2026-03-16,Maria Caroço,2026-03-16,2026-04-10,Casa da Cidadania de São Domingos de Benfica,"Estrada de Benfica, 417 A, 1500-078 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Img-Maria-Caroco.jpg,artes,,,approved,agendalx,231914,https://www.agendalx.pt/wp-json/agendalx/v1/events,23cf58bc93230f0b5a90a22a5c6830ce7923883b,"Nesta exposição, o belo e o tóxico coexistem, entrelaçados no mesmo laço. Entre criação e contaminação, fragilidade e permanência, habitamos um mundo onde até o efémero deixa marca. Viv...","escultura, ilustração, pintura",,artes,,,38.746169,-9.187872,jf-sdomingosbenfica.pt/casa-da-cidadania/,217 248 610,geral@jf-sdomingosbenfica.pt,,,,,
semana-da-primavera-2,semana-da-primavera-parque-florestal-de-monsanto-centro-de-interpretacao-de-monsanto-2026-03-16,Semana da Primavera,2026-03-16,2026-03-21,Parque Florestal de Monsanto - Centro de Interpretação de Monsanto,"Estrada do Barcal, Monte das Perdizes, 1500, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/03/Semana_Primavera_mar26.webp,"artes, ciências, dança, visitas guiadas",,free,approved,agendalx,232686,https://www.agendalx.pt/wp-json/agendalx/v1/events,40f21277d2aa372e49dfb6442078ca17de970717,"A chegada da Primavera celebra-se numa semana repleta de experiências que despertam os sentidos. Exposições, visitas guiadas, espetáculos de dança ao ar livre, oficinas temáticas, caminhadas na...","gratuito, primavera",,"artes, ciências, dança, visitas guiadas",,,38.7397004,-9.1839561,http://www.cm-lisboa.pt,218 170 200,,,,sao-domingos-de-benfica,,
leonel-moura-3,leonel-moura-instituto-superior-tecnico-2026-03-16,Leonel Moura,2026-03-16,2026-05-29,Instituto Superior Técnico,"Avenida Rovisco Pais, 1, 1049-001, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/05/exposicao.jpeg,artes,,free,approved,agendalx,215189,https://www.agendalx.pt/wp-json/agendalx/v1/events,7f919e5f9d28f196d1153a9ab80e674f91bde4cc,"Pioneiro na criação de arte com robótica, o artista plástico Leonel Moura apresenta a sua exposição <em>Arte com Ciência</em>. Tendo como mote a utilização da ciência, da informática à...","gratuito, pintura",,artes,,,38.737436,-9.137011,http://tecnico.ulisboa.pt,218 417 000,,,escola,alvalade,,
comemoracao-do-centenario-do-nascimento-de-julio-pomar,julio-pomar-camb-centro-de-arte-manuel-de-brito-2026-03-16,Júlio Pomar,2026-03-16,2026-06-13,CAMB - Centro de Arte Manuel de Brito,"Campo Grande, 113 A, 1700-089, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2025/12/Julio-Pomar-Mojiganga-segundo-Goya-1963-oleo-sobre-tela-162-x-130-cm-scaled.jpg,artes,,free,approved,agendalx,227958,https://www.agendalx.pt/wp-json/agendalx/v1/events,ef4e96c8b65d02270e91c96eafcf8ba199279a11,"Para celebrar o centenário do nascimento de Júlio Pomar é apresentada no CAMB uma exposição com uma seleção de obras de 1944 a 2004, que percorre praticamente todas as fases do artista. J?...","gratuito, pintura",,artes,,,38.756133,-9.152003,http://www.camb.pt/,219 369 734,info@camb.pt,,,,,
run-jiang-run,run-jiang-run-bracoperna44-2026-03-16,Run Jiang Run,2026-03-16,2026-04-02,Braçoperna44,"Rua das Fontaínhas, 44, 1300-257, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/01/run_jiang-scaled.jpeg,artes,,,approved,agendalx,230001,https://www.agendalx.pt/wp-json/agendalx/v1/events,b24b7c9c231676c3af7e1b0993f94707493fe420,"<em>Mitopoeia</em> (mythopoeia em inglês) é um subgénero da ficção especulativa e um tema recorrente na literatura e no cinema modernos, que se refere à criação de um mito artificial ou ficcio...",pintura,,artes,,,38.707751,-9.136592,https://www.bracoperna44.com/,915 200 972,bracopernainfo@gmail.com,,galeria,,,
alberto-reguera-2,alberto-reguera-galeria-de-sao-mamede-2026-03-16,Alberto Reguera,2026-03-16,2026-03-25,Galeria de São Mamede,"Rua da Escola Politécnica, 167, 1250-096, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/294-13-INSPIRACIONES-ORIENTALES.-Alberto-Reguera-2025.-132-x-160-cm.jpg,artes,,,approved,agendalx,231264,https://www.agendalx.pt/wp-json/agendalx/v1/events,88509938a3750ef6c5fbc2d11d811008dd793deb,"Alberto Reguera (Segóvia, 1961) é um prestigiado artista espanhol que divide a sua atividade entre Madrid e Paris. Com uma carreira premiada desde cedo pelo Institut de France e pelo Prémio Ojo Cr?...",pintura,,artes,,,38.718529,-9.152985,http://www.saomamede.com,213 973 255,,,galeria,santo-antonio,,
andre-semblano,andre-semblano-forum-grandela-2026-03-16,André Semblano,2026-03-16,2026-03-27,Fórum Grandela,"Estrada de Benfica, 419, 1500-078 Lisboa, Lisboa",Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2026/02/Andre-Semblano-1.jpg,artes,,,approved,agendalx,231917,https://www.agendalx.pt/wp-json/agendalx/v1/events,45fb585fb4c35af52572c77692e6f6ea9a52c345,"André Semblano nasceu em Lisboa em 1968. É em Sesimbra, onde vive desde 1974 que se dedica, exclusivamente desde 1986, à arte, modelando barro, pintando em azulejo e aguarela. A luminosidade de...",aguarela,,artes,,,0,0,https://jf-sdomingosbenfica.pt/forum-grandela/,211 912 258,,,,,,
timeless-lisbon,timeless-experiences-2026-03-16,Timeless Experiences,2026-03-16,2026-12-31,,,Lisboa,https://www.agendalx.pt/wp-json/agendalx/v1/events,https://www.agendalx.pt/content/uploads/2023/09/timeless.jpg,visitas guiadas,,,approved,agendalx,34995,https://www.agendalx.pt/wp-json/agendalx/v1/events,66a0227efd673d08ae390ec9453d109211cb48b9,A <em>Timeless Experiences</em> oferece experiências imersivas e conta atualmente com várias atividades de entre os quais os <em>escape room</em>. Mas ao contrário do que é habitual neste tipo de...,ar livre,,visitas guiadas,,,,,,,,,,,,
