"source","source_id","original_title","resolved_title","starts_at","start_time","ends_at","end_time","venue_name","location_name","address","city","price","currency","image_url","canonical_url","ticket_url","source_notes","query_title","chosen_url","enrich_ok","needs_review","candidate_score","candidate_strong_signals","candidate_reasons"
"visitlisboa","en/events/lx-market","Lx Market","Lx Market","2026-03-22","","2026-03-22","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MjY2MTAsInB1ciI6ImJsb2JfaWQifX0=--8d7c634691a0517f141c166d3c069ba16a558d32/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/LX-Market-2025.jpg","https://www.visitlisboa.com/en/events","","","Lx Market","","false","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/feira-da-ladra-flea-market","Feira da Ladra (Flea Market)","Feira da Ladra (Flea Market)","2026-03-17","","2026-03-17","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzExMzEsInB1ciI6ImJsb2JfaWQifX0=--2b610dfa2a828035c0fe16e6598cb880f792495d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/400474_25_1_feira_da_ladra.jpg","https://www.visitlisboa.com/en/events","","","Feira da Ladra (Flea Market)","","false","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/agrobio-organic-market","Agrobio Organic Market","Agrobio Organic Market","2026-03-21","","2026-03-21","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6ODYwMiwicHVyIjoiYmxvYl9pZCJ9fQ==--9ca388ea6f4a3ff129e223cfeac59e34328d39f3/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/AGROBIO.jpg","https://www.visitlisboa.com/en/events","","","Agrobio Organic Market","","false","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/monstra-lisboa-animation-film-festival-2","Monstra - Lisboa Animation Film Festival'26","Monstra - Lisboa Animation Film Festival 2026","2026-03-12","","2026-03-22","","","","","Lisbon","","","https://www.monstrafestival.com/wp-content/uploads/2026/03/10_conf-de-imprensa_MOnsTra-2026_Lisboa_%C2%A9brunosimao_-scaled.jpg","https://www.monstrafestival.com/en/news/the-ticket-offices-for-monstra-2026-are-officially-open/","https://www.monstrafestival.com/en/tickets/","Dates and ticket link confirmed from official festival news post.","Monstra - Lisboa Animation Film Festival'26","https://www.monstrafestival.com/en/news/the-ticket-offices-for-monstra-2026-are-officially-open/","true","true","10","2","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/kysha-mine-lance-de-escola-das-aulas-ao-verao","Kysha & Mine: Lance de Escola – Das aulas ao verão","Kysha & Mine: Lance de Escola – Das aulas ao verão","2026-03-15","","2026-03-15","","","","","Lisbon","From €40","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU0MzgsInB1ciI6ImJsb2JfaWQifX0=--b748074cae05d5897143002de6123a3530b25714/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/FORM-Eventos_PT25_Visitlx_Kysha-&-Mine.jpg","https://www.visitlisboa.com/en/events","","","Kysha & Mine: Lance de Escola – Das aulas ao verão","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/concerto-delle-donne","Concerto delle donne","Concerto delle donne","2026-03-17","","","","","","","Lisbon","From €15","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU4ODksInB1ciI6ImJsb2JfaWQifX0=--789eb8136fa8068b0a8c61105587cbc33b85b60b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-concerto-delle-donne.jpg","https://www.visitlisboa.com/en/events","","","Concerto delle donne","","false","true","12","3","has_title | title_event_pattern:/\bconcerto\b/i | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/all-birds","All Birds","All Birds","2026-03-18","","2026-03-29","","","","","Lisbon","From €12 to €15","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU4NTcsInB1ciI6ImJsb2JfaWQifX0=--eaf8281857dd0c5126a3f3340e357eef979a27bf/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-todos-passaros.jpg","https://www.visitlisboa.com/en/events","","","All Birds","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/poetry-book-fair","Poetry Book Fair","Lisbon Book Fair","2025-06-10","","2025-06-21","","Eduardo VII Park","Eduardo VII Park","","Lisbon","Free admission","","https://egeac.pt/wp-content/uploads/2025/05/491759788-1101365578694961-1635915428323539044-n-e1747245098129-1024x576.jpg","https://egeac.pt/evento/lisbon-book-fair/","","Official event page; includes poetry workshops and readings as part of the fair.","Poetry Book Fair","https://egeac.pt/evento/lisbon-book-fair/","true","true","10","2","has_title | title_event_pattern:/\bfair\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/suede-26","Suede","Suede","2026-03-20","20:00","","","Sagres Campo Pequeno","Sagres Campo Pequeno","","Lisbon","32€ - 50€","EUR","https://everythingisnew.pt/wp-content/uploads/Suede_2026_SITE.jpg","https://everythingisnew.pt/suede-lisboa-2026/","https://ticketline.sapo.pt/pt/evento/suede-dancing-with-the-europeans-tour-96806","","Suede","https://everythingisnew.pt/suede-lisboa-2026/","true","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/festival-internacional-do-ourico-do-mar","Festival Internacional do Ouriço do Mar","7.º Festival Internacional do Ouriço-do-Mar","2023-03-10","12:00","2023-03-19","19:00","Mercado Municipal da Ericeira","Mercado Municipal da Ericeira","","Ericeira","","","https://www.e-cultura.pt/images/user/image16781178089162.jpg","https://www.e-cultura.pt/evento/31112","","Event takes place in Ericeira, not Lisbon; dates and venue from event description.","Festival Internacional do Ouriço do Mar","https://www.e-cultura.pt/evento/31112","true","true","13","3","has_title | title_event_pattern:/\bfestival\b/i | date_signal:/\b(?:jan|feb|mar|apr|may|jun|jul|aug|sep|sept|oct|nov|dec)\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/revenge-of-the-90-s","Revenge of the 90's","Revenge of the 90's","2026-03-21","","","","","","","Lisbon","From €30","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYxNDEsInB1ciI6ImJsb2JfaWQifX0=--8b11c69cbd511c8be72f95e12af834a31ba04040/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/rev.jpg","https://www.visitlisboa.com/en/events","","","Revenge of the 90's","","false","true","8","2","has_title | good_category | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/colours-market-at-santa-clara-market","Colours Market at Santa Clara Market","Colours Market at Santa Clara Market","2026-03-21","","2026-03-22","","Mercado de Santa Clara","Mercado de Santa Clara","Campo de Santa Clara, Lisboa, 1100-472","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MjY1NTksInB1ciI6ImJsb2JfaWQifX0=--44baf5460714e7fb7e3198cc917e084f349093b4/Mercardo-das-Cores_Santa-Clara_25.jpg","https://www.visitlisboa.com/en/events/colours-market-at-santa-clara-market","","","Colours Market at Santa Clara Market","https://www.visitlisboa.com/en/events/colours-market-at-santa-clara-market","true","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
"visitlisboa","en/events/largo-da-graca-market","Largo da Graça Market","Largo da Graça Market","2026-03-22","","","","","","","Lisbon","Free Entry","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6Mjc1ODUsInB1ciI6ImJsb2JfaWQifX0=--8c104ce0aa6f53b7b98a7740b4d19b11a74927f1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Feira-da-Gra%C3%A7a-vl.jpg","https://www.visitlisboa.com/en/events","","","Largo da Graça Market","","false","true","10","2","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host | already_has_start_date"
