"source","source_id","original_title","resolved_title","starts_at","start_time","ends_at","end_time","venue_name","location_name","address","city","price","currency","image_url","canonical_url","ticket_url","source_notes","query_title","chosen_url","enrich_ok","needs_review","candidate_score","candidate_strong_signals","candidate_reasons"
"visitlisboa","en/events/x-market","X Market","X Market","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2ODIsInB1ciI6ImJsb2JfaWQifX0=--716d30c35d3e75e54095aecf1954cdff0a442b2f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/X-Market-visit-lisboa-xira-2026.jpg","https://www.visitlisboa.com/en/events","","","X Market","","false","true","8","1","has_title | title_event_pattern:/\bmarket\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/motelx-lisbon-international-horror-film-festival","MOTELx - Lisbon International Horror Film Festival","MOTELx - Lisbon International Horror Film Festival","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2MjUsInB1ciI6ImJsb2JfaWQifX0=--7eec66bdac820cad27a4a7c24662ce1898a7acf4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-lisboa-MOTELx-Festival-de-Cinema-de-Terror.jpg","https://www.visitlisboa.com/en/events","","","MOTELx - Lisbon International Horror Film Festival","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/lisbon-arab-film-festival-laff_","Lisbon Arab Film Festival (LAFF)","Lisbon Arab Film Festival (LAFF)","2025-09-27","","2025-10-04","","Culturgest (Emílio Rui Vilar Auditorium and Small Auditorium)","Culturgest (Emílio Rui Vilar Auditorium and Small Auditorium)","","Lisbon","5€ (discounts)","EUR","https://www.culturgest.pt/media/filer_public_thumbnails/filer_public/4d/dd/4dddb1c4-64d6-4703-b19d-e6f6f0b23cfd/from_ground_zero_bashar_al_balbisi_1.jpg__1200x630_q85_crop_subsampling-2_upscale.jpg","https://www.culturgest.pt/en/whats-on/laff-2-lisbon-arab-film-festival/","https://ticketline.sapo.pt/en/evento/laff-2-lisbon-arab-film-festival-96981","Full event details and schedule extracted from official Culturgest page.","Lisbon Arab Film Festival (LAFF)","https://www.culturgest.pt/en/whats-on/laff-2-lisbon-arab-film-festival/","true","true","10","2","has_title | title_event_pattern:/\bfestival\b/i | good_category | source_visitlisboa | good_host"
"visitlisboa","en/events/mil-lisbon-international-music-network23","MIL - Lisbon International Music Network'26","MIL - Lisbon International Music Network","","","","","","","","Lisbon","","","https://www.millisboa.com/open-graph.png","https://www.millisboa.com/en/tickets","https://www.millisboa.com/en/tickets","no 2026 dates or venue info available on ticket page","MIL - Lisbon International Music Network'26","https://www.millisboa.com/en/tickets","true","true","6","1","has_title | good_category | source_visitlisboa | good_host"
"visitlisboa","en/events/amadora-international-comic-festival-2","Amadora International Comic Festival'26","Amadora International Comic Festival'26","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5MTMsInB1ciI6ImJsb2JfaWQifX0=--7861a83c2af15c35c03586ef89690ec654960407/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN-Festival-Amadora-BD.jpg","https://www.visitlisboa.com/en/events","","","Amadora International Comic Festival'26","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/french-film-festival-2","French Film Festival'26","French Film Festival'26","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5ODIsInB1ciI6ImJsb2JfaWQifX0=--63809cbab7247fbe2974a8962e81b875d1ebbe21/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25-Festa-do-Cinema-Franc%C3%AAs_vl.jpg","https://www.visitlisboa.com/en/events","","","French Film Festival'26","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/festival-big-bang-I","Festival Big Bang'26","Festival Big Bang'26","","","","","","","","Lisbon","From €2.5","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NzIyMSwicHVyIjoiYmxvYl9pZCJ9fQ==--2e382d989b8f476bb80b2c9e951d7e917c0acba1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/BIG-BANG-LX19_2.jpg","https://www.visitlisboa.com/en/events","","","Festival Big Bang'26","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/apa-s-autumn-fair-art-and-antiques","APA's Autumn Fair - Art and Antiques","APA's Autumn Fair - Art and Antiques","2026-11-01","","2026-11-30","","Sociedade Nacional de Belas Artes","Sociedade Nacional de Belas Artes","R. Barata Salgueiro, 36, 1250-044, Lisboa","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzM2NjgsInB1ciI6ImJsb2JfaWQifX0=--1794b78d548285c8ad3fe6ae24a0cfdde2d53e0d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiIxMjAweDEyMDBcdTAwM2UifSwicHVyIjoidmFyaWF0aW9uIn19--19d67177a9879edd8f885ce80c29da2d57a5e00e/GEN25_APA.jpg","https://www.visitlisboa.com/en/events/apa-s-autumn-fair-art-and-antiques","","Dates only specified as 'Nov 2026 (to be confirmed)'; no specific days or ticket link provided.","APA's Autumn Fair - Art and Antiques","https://www.visitlisboa.com/en/events/apa-s-autumn-fair-art-and-antiques","true","true","4","1","has_title | title_event_pattern:/\bfair\b/i | source_visitlisboa | good_host | weak_title_without_support"
"visitlisboa","en/events/alkantara-festival-2","Alkantara Festival'26","Alkantara Festival'26","2026-12-01","","2026-12-24","","","","","Lisbon","","","https://alkantara.pt/site/assets/files/1/alkantara.1200x630n.jpeg","https://alkantara.pt/en/info/venues/","","page lists venues and festival dates but not a specific event page","Alkantara Festival'26","https://alkantara.pt/en/info/venues/","true","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/lisbon-half-marathon-2","Lisbon Half Marathon'27","Lisbon Half Marathon'27","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NDczNiwicHVyIjoiYmxvYl9pZCJ9fQ==--a568fbc8651711ac47cbb4f47b9197dd530acd88/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/lisbon-half-marathon-19-cover.jpg","https://www.visitlisboa.com/en/events","","","Lisbon Half Marathon'27","","false","true","8","1","has_title | title_event_pattern:/\bmarathon\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/monstra-lisboa-animation-film-festival_","Monstra - Lisboa Animation Film Festival'27","Monstra - Lisboa Animation Film Festival'27","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MTQyMjcsInB1ciI6ImJsb2JfaWQifX0=--a416a49f8b0cb17794c1c865d31bac76d6db25c1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/monstra-festival-de-animacao-de-lisboa.jpg","https://www.visitlisboa.com/en/events","","","Monstra - Lisboa Animation Film Festival'27","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
"visitlisboa","en/events/italian-film-festival_","Italian Film Festival'27","Italian Film Festival'27","","","","","","","","Lisbon","","","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzcxNTMsInB1ciI6ImJsb2JfaWQifX0=--c38fb142231e08cf59998a29a4fcf909a6e5a226/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-festa-do-cinema-italiano.jpg","https://www.visitlisboa.com/en/events","","","Italian Film Festival'27","","false","true","8","1","has_title | title_event_pattern:/\bfestival\b/i | source_visitlisboa | good_host"
