"slug","canonical_key","title","starts_at","ends_at","location_name","address","city","url","image_url","category","audience","price","status","source","source_id","source_url","dedupe_key","description","tags","accessibility","raw_categories","raw_target_audience","raw_accessibility","latitude","longitude","venue_url","venue_contact","venue_extra_info","venue_schedule","venue_category","venue_district","venue_accessibility","venue_tags","rescue_reason"
"portuguese-surf-film-festival","portuguese-surf-film-festival","Portuguese Surf Film Festival","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzEyNjksInB1ciI6ImJsb2JfaWQifX0=--714715c6a9100c5eb13a8b54bb22db09ab56a2f8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/145-PSFF.jpg","Exhibitions","","From €5","approved","visitlisboa","en/events/portuguese-surf-film-festival","https://www.visitlisboa.com/en/events","da702f4a13481c024d53829b505a3c1321d6a28b","","","","","","","","","","","","","","","","","missing_starts_at"
"brunch-electronik-lisboa-l","brunch-electronik-lisboa-26","Brunch Electronik Lisboa'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzAyNjQsInB1ciI6ImJsb2JfaWQifX0=--b90c26d6a7e33a1d66d3bb5ac11bf40dd592815d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25-brunch-eletronik.jpg","Music","","","approved","visitlisboa","en/events/brunch-electronik-lisboa-l","https://www.visitlisboa.com/en/events","0f70553d2cad611112bf5a83848827cf395ffb7d","","","","","","","","","","","","","","","","","missing_starts_at"
"jazz-em-agosto-2","jazz-em-agosto-26","Jazz em Agosto'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6Mjk2MzcsInB1ciI6ImJsb2JfaWQifX0=--0db564057d420abae3fd278bd9501dc75e6e6db8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/JEA-GEN25.jpg","Main Events","","","approved","visitlisboa","en/events/jazz-em-agosto-2","https://www.visitlisboa.com/en/events","8001171b377d76f23ac138bf770768182ad8c338","","","","","","","","","","","","","","","","","missing_starts_at"
"festas-do-mar-cascais","festas-do-mar-cascais","Festas do Mar | Cascais","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzE3NjIsInB1ciI6ImJsb2JfaWQifX0=--344ae5266db75d782ef98134a684d6b9e65c2ae9/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/cascais.jpg","Main Events","","","approved","visitlisboa","en/events/festas-do-mar-cascais","https://www.visitlisboa.com/en/events","a1b2659c57db42efc52ec2cb19aaf75690c5d6be","","","","","","","","","","","","","","","","","missing_starts_at"
"festas-do-barrete-verde-e-das-salinas","festas-do-barrete-verde-e-das-salinas-26","Festas do Barrete Verde e das Salinas'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzE3MjcsInB1ciI6ImJsb2JfaWQifX0=--f7673b534325c5021ed3bd53298742a8f12921de/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/26-barrete-verde-and-salinas-festival.jpg","Festivals","","Free Entry","approved","visitlisboa","en/events/festas-do-barrete-verde-e-das-salinas_","https://www.visitlisboa.com/en/events","39a70ae3cace86898f8accdd6d8b944cbd20bf76","","","","","","","","","","","","","","","","","missing_starts_at"
"feira-da-luz-2","feira-da-luz","Feira da Luz","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2MjMsInB1ciI6ImJsb2JfaWQifX0=--c818eb952c67ca098a9af9561e14261c94641c0e/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-Feira-da-luz.jpg","Fairs","","Free Entry","approved","visitlisboa","en/events/feira-da-luz-2","https://www.visitlisboa.com/en/events","cf2e20051dfb4ac26ce13a38861770e78adede95","","","","","","","","","","","","","","","","","missing_starts_at"
"x-market","x-market","X Market","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2ODIsInB1ciI6ImJsb2JfaWQifX0=--716d30c35d3e75e54095aecf1954cdff0a442b2f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/X-Market-visit-lisboa-xira-2026.jpg","Fairs","","","approved","visitlisboa","en/events/x-market","https://www.visitlisboa.com/en/events","78097f6bd53ba9242a4e7bdd2705eae8a48efbcc","","","","","","","","","","","","","","","","","missing_starts_at"
"motelx-lisbon-international-horror-film-festival","motelx-lisbon-international-horror-film-festival","MOTELx - Lisbon International Horror Film Festival","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU2MjUsInB1ciI6ImJsb2JfaWQifX0=--7eec66bdac820cad27a4a7c24662ce1898a7acf4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-lisboa-MOTELx-Festival-de-Cinema-de-Terror.jpg","Main Events","","","approved","visitlisboa","en/events/motelx-lisbon-international-horror-film-festival","https://www.visitlisboa.com/en/events","d67fdbd49013b9041fd8e721c91e605d922e622a","","","","","","","","","","","","","","","","","missing_starts_at"
"lisbon-arab-film-festival-laff","lisbon-arab-film-festival-laff","Lisbon Arab Film Festival (LAFF)","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQwMTMsInB1ciI6ImJsb2JfaWQifX0=--d9ab8ee3a5981af89458b50090a945c6f31a9927/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/LAFF_GEN25_2.jpg","Cinema","","","approved","visitlisboa","en/events/lisbon-arab-film-festival-laff_","https://www.visitlisboa.com/en/events","1d59332e08f785c033c87f548d4869a02f0bb2ea","","","","","","","","","","","","","","","","","missing_starts_at"
"mil-lisbon-international-music-network23","mil-lisbon-international-music-network-26","MIL - Lisbon International Music Network'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5ODcsInB1ciI6ImJsb2JfaWQifX0=--2854d40a26ac9bfb97cfc2f51456b7704eb70caa/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/gen25-mil-LISBON-INTERNATIONAL-MUSIC-NETWORK.jpg","Music","","","approved","visitlisboa","en/events/mil-lisbon-international-music-network23","https://www.visitlisboa.com/en/events","646a1dea981dea08f9700759756ad1d2eb60fe6c","","","","","","","","","","","","","","","","","missing_starts_at"
"modalisboa-lisboa-fashion-week-oct","modalisboa-lisboa-fashion-week-26","ModaLisboa - Lisboa Fashion Week'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzIzMjEsInB1ciI6ImJsb2JfaWQifX0=--f876a8b2fc62c9798ad12a4856c81e93b68d6347/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25-Moda-Lisboa-Lisboa-Fashion-Week.jpg","Main Events","","Free Entry","approved","visitlisboa","en/events/modalisboa-lisboa-fashion-week-oct","https://www.visitlisboa.com/en/events","692b9f1c822bee1536e6885a3109c598a2f18ec4","","","","","","","","","","","","","","","","","missing_starts_at"
"amadora-international-comic-festival-2","amadora-international-comic-festival-26","Amadora International Comic Festival'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5MTMsInB1ciI6ImJsb2JfaWQifX0=--7861a83c2af15c35c03586ef89690ec654960407/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN-Festival-Amadora-BD.jpg","Festivals","","","approved","visitlisboa","en/events/amadora-international-comic-festival-2","https://www.visitlisboa.com/en/events","ab6c8870f2d9deea33bc383b61b597fe8e780206","","","","","","","","","","","","","","","","","missing_starts_at"
"out-fest","out-fest","Out Fest","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5MjQsInB1ciI6ImJsb2JfaWQifX0=--ea22e68d69cb1d0f7b9e072b97a696f8940e6ef6/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/outfest-vl.jpg","Festivals","","","approved","visitlisboa","en/events/out-fest","https://www.visitlisboa.com/en/events","b7004631ee08978c1c55283bbf034aa9cdb46dc7","","","","","","","","","","","","","","","","","missing_starts_at"
"french-film-festival-2","french-film-festival-26","French Film Festival'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5ODIsInB1ciI6ImJsb2JfaWQifX0=--63809cbab7247fbe2974a8962e81b875d1ebbe21/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25-Festa-do-Cinema-Franc%C3%AAs_vl.jpg","Main Events","","","approved","visitlisboa","en/events/french-film-festival-2","https://www.visitlisboa.com/en/events","8daaed6f0b2209f88c0fb38c4bf1074c5ce59b73","","","","","","","","","","","","","","","","","missing_starts_at"
"festival-big-bang-i","festival-big-bang-26","Festival Big Bang'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6NzIyMSwicHVyIjoiYmxvYl9pZCJ9fQ==--2e382d989b8f476bb80b2c9e951d7e917c0acba1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/BIG-BANG-LX19_2.jpg","Main Events","","From €2.5","approved","visitlisboa","en/events/festival-big-bang-I","https://www.visitlisboa.com/en/events","89a336d434630524a2aaeeab709dba68d8732008","","","","","","","","","","","","","","","","","missing_starts_at"
"apa-s-autumn-fair-art-and-antiques","apa-s-autumn-fair-art-and-antiques","APA's Autumn Fair - Art and Antiques","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzM2NjgsInB1ciI6ImJsb2JfaWQifX0=--1794b78d548285c8ad3fe6ae24a0cfdde2d53e0d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/GEN25_APA.jpg","Fairs","","","approved","visitlisboa","en/events/apa-s-autumn-fair-art-and-antiques","https://www.visitlisboa.com/en/events","ad075d9ca0f356dc9b2195bdc7cca7f78022c54a","","","","","","","","","","","","","","","","","missing_starts_at"
"misty-fest-2","misty-fest-26","Misty Fest'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzM5ODgsInB1ciI6ImJsb2JfaWQifX0=--b430372f9d66e53959fc9127210a9f78b3fa04be/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/misty_GEN25.jpg","Main Events","","","approved","visitlisboa","en/events/misty-fest-2","https://www.visitlisboa.com/en/events","65e1fe3a6dae7a7a5ec052c325aa6306550871f5","","","","","","","","","","","","","","","","","missing_starts_at"
"alkantara-festival-2","alkantara-festival-26","Alkantara Festival'26","","","","","Lisbon","https://www.visitlisboa.com/en/events","https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzM5ODksInB1ciI6ImJsb2JfaWQifX0=--5fd970e5625219b8ebe721797d10431b12fd60ef/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2025-alkantara-festival.jpg","Main Events","","","approved","visitlisboa","en/events/alkantara-festival-2","https://www.visitlisboa.com/en/events","0b1fad2c349222fc321b009892595f5cc9171ef7","","","","","","","","","","","","","","","","","missing_starts_at"
