title,starts_at,ends_at,location_name,address,city,url,image_url,category,audience,price,status,source,source_id,source_url,dedupe_key,description,tags,accessibility,raw_categories,raw_target_audience,raw_accessibility,latitude,longitude,venue_url,venue_contact,venue_extra_info,venue_schedule,venue_category,venue_district,venue_accessibility,venue_tags
Festival CriaSons,2026-03-21,2026-03-21,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzY2NjYsInB1ciI6ImJsb2JfaWQifX0=--13a04ed0ef88d886bf4104c990ab2ee0ad590cb2/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/crias.jpg,Music,,Free Entry,approved,visitlisboa,en/events/festival-criasons_,https://www.visitlisboa.com/en/events,d2e8668486f375bfc3a11d653a75fc1473cd4cec,,,,,,,,,,,,,,,,
Tide Line. CAM’s Collection,2024-09-21,2026-05-11,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MjI1NzgsInB1ciI6ImJsb2JfaWQifX0=--24bbedc866eb8b8cf83805b707034315292bde3d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Tide-monica-miranda.jpg,Exhibitions,,,approved,visitlisboa,en/events/tide-line-cam-s-collection,https://www.visitlisboa.com/en/events,9387ecfa336bddd8b189496021b04e5c9e1b595a,,,,,,,,,,,,,,,,
"Camões: epic, lyrical, universal.",2024-11-09,2026-06-27,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU3MTYsInB1ciI6ImJsb2JfaWQifX0=--825b89c8f9ba571712875f078b6d2c8505316f77/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-Destino-Camoes-epico-lirico-universal.jpg,Exhibitions,,Free Entry,approved,visitlisboa,en/events/camoes-epic-lyrical-universal,https://www.visitlisboa.com/en/events,46df32307a1d8faf3a0ab680fd6b86d48b63ad3a,,,,,,,,,,,,,,,,
"Ah, Amália - Living Experience",2025-01-01,2026-12-31,,Praça David Leandro da Silva,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzUyMzEsInB1ciI6ImJsb2JfaWQifX0=--2224bbde2c47c49726a99e7357670371123c19d8/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/am%C3%A1lia_WTA_th.jpg,Exhibitions,,From €17,approved,visitlisboa,en/events/ah-amalia-living-experience,https://www.visitlisboa.com/en/events,1cda06eb72fa4ca3b713fe75ca1ffb506cef5322,,,,,,,,,,,,,,,,
Museu Banksy Lisbon,2025-01-01,2027-12-31,,Rua Viriato,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MTI4MzksInB1ciI6ImJsb2JfaWQifX0=--18cd0d60abe2c21258a9209cb9aec7e82d856b60/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/the-world-of-banksy-lisboa.jpg,Exhibitions,,From €8 to €12,approved,visitlisboa,en/events/museu-banksy-lisbon,https://www.visitlisboa.com/en/events,9eeba9535ac785a46dbc083ba1859ac6fef97731,,,,,,,,,,,,,,,,
Benfica Handicrafts Market,2026-04-11,2026-04-11,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MjY1NTMsInB1ciI6ImJsb2JfaWQifX0=--57d5b1e990a1587bcd63f2426ec3a6829cb4eb15/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Feita-de-Artesanato-de-Benfica_25.jpg,Fairs,,Free Entry,approved,visitlisboa,en/events/benfica-handicrafts-market,https://www.visitlisboa.com/en/events,bbc37a00f6e819ecf8fa5fe75272b246146e424a,,,,,,,,,,,,,,,,
Connections,2025-02-22,2026-08-30,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzUyNjAsInB1ciI6ImJsb2JfaWQifX0=--fd7efa15dc4528a57fb6b733954fa76e520e5cbe/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/event.jpg,Exhibitions,,,approved,visitlisboa,en/events/connections,https://www.visitlisboa.com/en/events,66680bee3025fb595445fe6d90970b183c71d234,,,,,,,,,,,,,,,,
Istanbul and Lisbon – Soulmates,2025-02-28,2026-12-31,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQ5OTQsInB1ciI6ImJsb2JfaWQifX0=--61a9d1912883d424d3625d76dfdbe61340f0d3c3/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Istambul-e-Lisboa--Almas-Gemeas.jpg,Exhibitions,,,approved,visitlisboa,en/events/istanbul-and-lisbon-soulmates,https://www.visitlisboa.com/en/events,0ab63cda68025fef49d03ad83eafbd3e0ba625f7,,,,,,,,,,,,,,,,
Take 1 | The Collection of Artist Julião Sarmento,2025-06-04,2026-04-26,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU5OTUsInB1ciI6ImJsb2JfaWQifX0=--c0c4af5c3af28ab32d8907e57e8d2e498fc3a27f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-take-1-a-colecao-do-artista-juliao-sarmento.jpg,Exhibitions,,,approved,visitlisboa,en/events/take-1-the-collection-of-artist-juliao-sarmento,https://www.visitlisboa.com/en/events,82820925df9ab78748b5b834ebb7d6c7a0440b8b,,,,,,,,,,,,,,,,
InArt – Community Arts Festival,2026-05-25,2026-05-31,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYxMjIsInB1ciI6ImJsb2JfaWQifX0=--1e99864ab5cced6120807292f8156fd5186080bc/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/InArt-GEN.jpg,Festivals,,,approved,visitlisboa,en/events/inart-community-arts-festival,https://www.visitlisboa.com/en/events,90df96eedbfa0b17b16b772c815ea3d7cab9e388,,,,,,,,,,,,,,,,
Chronicles of an unknown Lisbon,2025-06-25,2026-03-22,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzA1MDAsInB1ciI6ImJsb2JfaWQifX0=--dd0ae7d8b18f213ecb5812cd07a65928c72752ea/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/lisboa-desconhecida-egeac-1.jpg,Exhibitions,,From €3,approved,visitlisboa,en/events/chronicles-of-an-unknown-lisbon,https://www.visitlisboa.com/en/events,2820364c675b79c771ce9ad1f2f602f1860103a8,,,,,,,,,,,,,,,,
Power and Glory,2025-09-14,2026-06-14,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYwMzQsInB1ciI6ImJsb2JfaWQifX0=--1b071042ad46db5460d6170830fa696b8b2caad5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-O-Poder-e-a-Gloria_Ensaios.jpg,Cinema,,,approved,visitlisboa,en/events/power-and-glory,https://www.visitlisboa.com/en/events,64ce0404718d9ab3b2f4ff64cf05e9f257c2cd7c,,,,,,,,,,,,,,,,
"Scheherazade, the Never-ending Collection of CAM",2025-09-20,2027-09-20,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQxNTAsInB1ciI6ImJsb2JfaWQifX0=--139757b0ad4fc0f6fb4608aa02fe601f1b106b95/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Gulb__amadeo_86P26-Xerazade-Imagem-principal-de-evento-1.jpg,Exhibitions,,From €12,approved,visitlisboa,en/events/scheherazade-the-never-ending-collection-of-cam,https://www.visitlisboa.com/en/events,db1353f99c80e38924e0a40ade7cedc71196bc06,,,,,,,,,,,,,,,,
Open Storage,2025-09-20,2027-09-20,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQxNjgsInB1ciI6ImJsb2JfaWQifX0=--72ffabd45bfb2549ab2b30a3e8e509321f6f6bf2/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Gulb_open_storageDSC_1114-imagem-principal-de-evento-1.jpg,Exhibitions,,Free Entry,approved,visitlisboa,en/events/open-storage,https://www.visitlisboa.com/en/events,1f0487f15703f7db1bb0240d7b001ef18ef2ef01,,,,,,,,,,,,,,,,
Hercules - The Heroic Musical,2025-10-17,2026-04-30,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzY0NDMsInB1ciI6ImJsb2JfaWQifX0=--a559fe8cf06589d938eb6d9783e6da77e3fd7b42/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/lf2222222.jpg,Theater Opera & Dance,,From €7.5,approved,visitlisboa,en/events/hercules-the-heroic-musical,https://www.visitlisboa.com/en/events,d2f070236b1d642d39a6da69f3430d6360c63b11,,,,,,,,,,,,,,,,
Supercreatures!,2025-10-24,2026-09-30,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzYwMjEsInB1ciI6ImJsb2JfaWQifX0=--47333010f799424ae2661b8b9e18f03a8cfc99e1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/2026-visit-lisboa-supercreatures.jpg,Exhibitions,,From €10,approved,visitlisboa,en/events/supercreatures,https://www.visitlisboa.com/en/events,28692b2738222a48d278b2bc82f7c300feb64f55,,,,,,,,,,,,,,,,
Avenida 211,2025-10-25,2026-04-05,,Avenida 211 is a living archive of the space at that same number on Avenida da Liberdade,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzI5NDUsInB1ciI6ImJsb2JfaWQifX0=--e29d3e894ff7baefd0e41fce418618aefe006853/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/avenida-211.jpg,Exhibitions,,Free Entry,approved,visitlisboa,en/events/avenida-211,https://www.visitlisboa.com/en/events,74994eab9f3a816c575c9752bc0993bec22af29a,,,,,,,,,,,,,,,,
Underground visit to the Loreto Gallery,2026-03-14,2026-03-14,,Praça das Amoreiras,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6Mjc2OTcsInB1ciI6ImJsb2JfaWQifX0=--bad9ca5c89dcb3b7f1b28f3f6ea2e4ac2c12a398/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/galeria-do-loreto_HD.jpg,Others,,From €6,approved,visitlisboa,en/events/underground-visit-to-the-loreto-gallery,https://www.visitlisboa.com/en/events,e57f108455e36b56cdfec53cf61f8008fb193f17,,,,,,,,,,,,,,,,
Once upon a time...,2025-11-02,2026-06-30,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQwNTQsInB1ciI6ImJsb2JfaWQifX0=--05f0580db8a19f78212cf07c6d8fe889acaac500/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/turismo-lisboa_1400x1087px_eraumavez.jpg,Theater Opera & Dance,,From €14 to €17,approved,visitlisboa,en/events/once-upon-a-time,https://www.visitlisboa.com/en/events,68184bd3f89340bf2bb7042d39f67e87b85ef98f,,,,,,,,,,,,,,,,
Carlos Bunga. Inhabit the Contradiction,2025-11-08,2026-03-30,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzU0MDEsInB1ciI6ImJsb2JfaWQifX0=--d77fb55b6ddd89ab69c983a75949438b3e1c1de0/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/visit-lisboa-carlos-bunga-habitar-a-contradicao.jpg,Exhibitions,,From €8 to €12,approved,visitlisboa,en/events/carlos-bunga-inhabit-the-contradiction,https://www.visitlisboa.com/en/events,4a58b9ba828648ef72a2b2fdccaf284c6d7dd7d6,,,,,,,,,,,,,,,,
"Children of All… Children of Whom? ""The Foundlings of the Wheel of Lisbon""",2025-11-17,2026-03-29,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzM2NTMsInB1ciI6ImJsb2JfaWQifX0=--a4ee3701c1b09179dfa20d0270dd680d17724bbf/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/exposotos.jpg,Exhibitions,,,approved,visitlisboa,en/events/children-of-all-children-of-whom-the-foundlings-of-the-wheel-of-lisbon,https://www.visitlisboa.com/en/events,bbabd9ae8173d98805f5d7ed029dc21230fbc2b1,,,,,,,,,,,,,,,,
Between Word and Silence,2025-11-22,2026-06-01,,,Lisbon,https://www.visitlisboa.com/en/events,"https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQyNTYsInB1ciI6ImJsb2JfaWQifX0=--e5603dcd785f708e3da7326f187d0cfc9650fe44/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Alfredo-Jaar---I-can't-go-on,-I'll-go-on,-2016---Exp-Entre-a-Palavra-e-o-Sile%CC%82ncio_%C2%A9Cortesia-Gal.-Lui%CC%81sa-Strina.jpg",Exhibitions,,,approved,visitlisboa,en/events/between-word-and-silence,https://www.visitlisboa.com/en/events,b084cf6f001af1b9cffbc7305a2fd5d0b1c21ccd,,,,,,,,,,,,,,,,
The self as multiple,2025-11-22,2026-05-04,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQyNTUsInB1ciI6ImJsb2JfaWQifX0=--42ad2492b02e2fbf942e659e984cedd39e717585/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/Ana-Vieira---O-desenho-da-menina-a-fugir-do-seu-suporte_O-eu-como-mu%CC%81ltiplo_%C2%A9MACAM.jpg,Exhibitions,,,approved,visitlisboa,en/events/the-self-as-multiple,https://www.visitlisboa.com/en/events,642ddd1fc4c9c6575e6a67f9ebbc0ad96280da5d,,,,,,,,,,,,,,,,
The Eternal Ark – Fernando Pessoa and Posterity,2025-11-27,2026-12-06,,,Lisbon,https://www.visitlisboa.com/en/events,https://www.visitlisboa.com/rails/active_storage/representations/redirect/eyJfcmFpbHMiOnsiZGF0YSI6MzQyNTQsInB1ciI6ImJsb2JfaWQifX0=--2417e1e20b9c52c651fab5d904391a3927c168ce/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemUiOiI1MTJ4NTEyXHUwMDNlIn0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--0ba8b7f58340100b312280e63751a8a851d1f9fb/casa-fernando-pessoa.jpg,Exhibitions,,,approved,visitlisboa,en/events/the-eternal-ark-fernando-pessoa-and-posterity,https://www.visitlisboa.com/en/events,4c2803d6011da13eecd1517f6951b588d6b873dc,,,,,,,,,,,,,,,,
